panel,kind,x,y
raw,point,-0.4965488638776627,5.502913089847521
raw,point,-0.3973703940339484,4.072719975240616
raw,point,-0.5234582591204341,6.447829071273114
raw,point,-0.3148180942610815,7.663523492687816
raw,point,-0.335809424367921,7.255451009623994
raw,point,-0.49705808802434953,7.730814313624372
raw,point,-0.3032558693302428,6.289405727954154
raw,point,-0.40231526012401,4.676415508129418
raw,point,-0.5679687663528132,8.24299304529892
raw,point,-0.43255804049213786,5.011590255184943
raw,point,-0.48943135034711016,8.815868880716552
raw,point,-0.5091107632786763,6.059938565280817
raw,point,-0.4447235823828104,8.015543668749334
raw,point,-0.29865891225747965,6.832631665754802
raw,point,-0.4862496077700618,6.726820730114007
raw,point,-0.4294903838209757,5.1755389303489805
raw,point,-0.48569619756678495,6.621630282108837
raw,point,-0.34471531253066684,5.95294085678084
raw,point,-0.5081114125152363,5.195203175023288
raw,point,-0.32688039297495786,7.597253112028209
raw,point,-0.5605914793556963,8.735898760057564
raw,point,-0.33776937868473017,5.369892254759253
raw,point,-0.4769154813310335,6.346199394370036
raw,point,-0.45544055214739854,8.738289698910172
raw,point,-0.23743058084533838,4.156748477484504
raw,point,-0.38678206086699074,7.005819293749685
raw,point,-0.4038996674571549,7.101495415411556
raw,point,-0.40540225644681094,6.653509399226365
raw,point,-0.24917053646452247,7.081266743199916
raw,point,-0.1917990503238937,6.12130496572923
raw,point,-0.5048735618595357,7.350787485399432
raw,point,-0.2560465399531543,6.080901898115749
raw,point,-0.5032928641587496,7.1234914911235805
raw,point,-0.28131014082128536,6.566112942068849
raw,point,-0.597474572965079,6.039251675215932
raw,point,-0.3378591544023375,6.275808747277769
raw,point,-0.28261070218631806,4.086253268838016
raw,point,-0.5977433666320542,5.080888295475698
raw,point,-0.45197397357818664,5.629943938432306
raw,point,-0.47208243624699475,6.043351900252366
raw,point,-0.505540559660477,4.855398206219151
raw,point,-0.4783906342108831,6.689686290773697
raw,point,-0.30810603357157756,4.74871989976591
raw,point,-0.5623017438408313,6.98500323281591
raw,point,-0.5776869512477578,6.959195638623989
raw,point,-0.1506267308405324,6.285179320137946
raw,point,-0.4477000279090934,4.6281604194639705
raw,point,-0.72,7.67989726073008
raw,point,-0.455365513453335,6.937001522152217
raw,point,-0.5190633169371079,7.561423540426134
raw,point,-0.15446941229489536,4.005663547322671
raw,point,-0.25498959292037937,5.636381030260523
raw,point,-0.38112034588825716,5.757201494488646
raw,point,-0.5758598442378288,8.48763568402692
raw,point,-0.44210298890120053,5.413436101512447
raw,point,-0.5061675053796978,5.641847985021421
raw,point,-0.523410635685371,7.113884903761852
raw,point,-0.4593899670148344,7.234120655577035
raw,point,-0.370528278445653,5.6693509994364355
raw,point,-0.396126441104542,7.696759074093522
raw,point,-0.4297007748779523,6.082400416238944
raw,point,-0.3576059699285627,5.014549002539019
raw,point,-0.40805624824645265,6.35666250383723
raw,point,-0.3703086003380987,6.976596257765509
raw,point,-0.38040965895352435,5.302494812458081
raw,point,-0.2679449385096978,6.551492449812664
raw,point,-0.558024912421309,5.948812441686911
raw,point,-0.21729496865474465,7.1433341461406545
raw,point,-0.36071767389982123,5.91283907535024
raw,point,-0.4323082071140418,6.718181768353231
raw,point,-0.34793992004790275,6.51273208719581
raw,point,-0.4548759823981726,4.995633313376686
raw,point,-0.5355845440082879,5.015047375971014
raw,point,-0.19602360597692883,4.705835031302998
raw,point,-0.3329285274559499,6.543927657022091
raw,point,-0.4302588331806054,7.382316743919617
raw,point,-0.4401487923774583,7.1896383857128985
raw,point,-0.3639185259589311,6.780734387979412
raw,point,-0.5480331603086331,6.269446762577989
raw,point,-0.4225099216076387,5.267769730942134
raw,point,-0.4259730734809968,5.372702915449458
raw,point,-0.5343951010481284,5.0398205226508805
raw,point,-0.3089831873545113,6.602354972886084
raw,point,-0.3742835045461216,6.198208873679078
raw,point,-0.635259851434525,7.72179564873471
raw,point,-0.1283644194984851,5.824704493973444
raw,point,-0.39334979157462413,5.8797179812751645
raw,point,-0.5208336715780367,6.115910720451802
raw,point,-0.467517130051875,4.707585511972122
raw,point,-0.3461506928608591,6.900545318153145
raw,point,-0.3587804691734633,4.6100812643400015
raw,point,-0.3545090928303869,7.161742946938264
raw,point,-0.5238180898930107,6.452484715515326
raw,point,-0.3151188440464004,7.163127474837987
raw,point,-0.44593299780796325,4.020836564245745
raw,point,-0.5204477799876169,7.113164915912994
raw,point,-0.368411137133127,6.608937383276619
raw,point,-0.5239832644568766,5.439019054825635
raw,point,-0.5392087038471529,6.120215135968618
raw,point,-0.290280429409572,7.2393104915023905
raw,point,-0.36359444910483596,5.412202825765336
raw,point,-0.18046480235843648,6.215829871022688
raw,point,-0.45558123862819866,5.497976185598974
raw,point,-0.4909232489435263,5.316256656650243
raw,point,-0.6331668262900182,6.443990210609758
raw,point,-0.5388171170426173,5.250376730503908
raw,point,-0.5018094775800493,8.25041485360344
raw,point,-0.4355008803842496,5.119935856297247
raw,point,-0.46007264472874143,4.977458110878633
raw,point,-0.39053479033993105,5.702987110737741
raw,point,-0.16297305317825916,6.2044127827971085
raw,point,-0.4118132248758904,7.297081365534339
raw,point,-0.2920458293149286,4.8795523466014945
raw,point,-0.44534293382089407,7.2140414595885005
raw,point,-0.4899872578977567,6.685027089260885
raw,point,-0.4657844067540585,7.099577412986622
raw,point,-0.4689290918924357,7.637285158113737
raw,point,-0.55026363152067,7.589611997181119
raw,point,-0.4830363256419985,6.684378017858503
raw,point,-0.5689722254345552,6.137433035752152
raw,point,-0.25159009344760996,5.747283517380893
raw,point,-0.5042811227209019,6.302045762949979
raw,point,-0.37125448853781096,7.872842734605524
raw,point,-0.4177377486937268,6.92643081598929
raw,point,-0.3558075488686677,6.172368106474933
raw,point,-0.4654565169698074,4.334746450112551
raw,point,-0.2875184319354866,6.733707438644848
raw,point,-0.5310190735943622,6.24937348390485
raw,point,-0.29282311562274677,6.678005673022865
raw,point,-0.34118843565753876,6.321178755828284
raw,point,-0.5871806412172337,5.00291413435077
raw,point,-0.3554781005216245,3.756490078477646
raw,point,-0.26025420023027357,6.025235026815913
raw,point,-0.4404811697581075,7.522361255831349
raw,point,-0.4624626253773219,6.469105415132292
raw,point,-0.24588147752594963,6.256171424674481
raw,point,-0.4859884156333578,5.242406944122324
raw,point,-0.26498449771509613,7.327889353522687
raw,point,-0.46643777811233983,7.871121557005305
raw,point,-0.5229465534083296,6.4024652299923615
raw,point,-0.5046833639926394,5.349881571350506
raw,point,-0.38830645284285975,4.552554695012297
raw,point,-0.5508488779293903,6.413556431603688
raw,point,-0.2897431229282561,6.824185798163461
raw,point,-0.32021548024128027,5.096202423866554
raw,point,-0.42738239949736256,6.570676070308804
raw,point,-0.35507134222253184,5.962489030223392
raw,point,-0.26567727546099085,6.159617115827757
raw,point,-0.3370866302188382,7.0061009236915535
raw,point,-0.6751196375405106,4.400190129388118
raw,point,-0.4072334952074291,6.787398085133137
raw,point,-0.4392339415626234,5.778585965734323
raw,point,-0.30196306360610253,4.769055896418029
raw,point,-0.3998715279663258,5.542434968145901
raw,point,-0.600285197459417,5.913262857191567
raw,point,-0.4480031796867848,5.571264518177952
raw,point,-0.4347432555144289,6.149612819986004
raw,point,-0.26560175454371104,8.02393430353086
raw,point,-0.28546202706277757,7.191945799255516
raw,point,-0.49610268099564747,5.6298130143726395
raw,point,-0.4514707652556734,5.000739888360904
raw,point,-0.34820932611533056,6.461831278667716
raw,point,-0.4204038224622015,5.42497600366656
raw,point,-0.3674252459035159,5.407108817529496
raw,point,-0.3637573532124417,6.095659861135126
raw,point,-0.5014437146101027,6.831588267908623
raw,point,-0.2516564530766737,5.900295453929914
raw,point,-0.15527709896241393,5.5247676220740605
raw,point,-0.22829810074408927,6.29259965118741
raw,point,-0.47879746448211197,5.9787802818800815
raw,point,-0.5351155284313253,6.272932225599049
raw,point,-0.41716557663102477,5.92699738504669
raw,point,-0.388991184892383,8.167766372642687
raw,point,-0.29212746894486824,6.573455530397371
raw,point,-0.4677708483505036,6.302641120471163
raw,point,-0.28309696626545916,6.578360455393146
raw,point,-0.4965821149502552,6.444226599654967
raw,point,-0.6105248161012794,3.9537792743973315
raw,point,-0.5391332206274245,7.40051006409346
raw,point,-0.14680356431000074,6.798011434970631
raw,point,-0.46213804792516844,4.411406736975415
raw,point,-0.5495447743922451,5.914553548723175
raw,point,-0.47215931370472475,3.7071987880426236
raw,point,-0.48211932303037586,3.8573940320072477
raw,point,-0.45849066819630696,5.86622793201928
raw,point,-0.5115561424443579,6.100281723452854
raw,point,-0.5761555242133056,6.103654088425946
raw,point,-0.3983349489248515,7.040220777590832
raw,point,-0.3184851534346749,6.2484842332390045
raw,point,-0.17920667782482477,7.4540228561600905
raw,point,-0.5377300547050319,6.516846558678985
raw,point,-0.34545048473506595,4.793658840217138
raw,point,-0.5505960648765863,6.414172490579026
raw,point,-0.4299050644752569,5.791433703208183
raw,point,-0.23152610057638062,6.599613587614666
raw,point,-0.4589860413496703,6.232178963684705
raw,point,-0.4566077696700453,7.094320331956858
raw,point,-0.4561414328407725,5.828161773134123
raw,point,-0.36890316675646906,6.84799068261179
raw,point,-0.5773746630028588,6.433220386762696
raw,point,-0.3564607817201712,8.553515692864986
raw,point,-0.2592475773621979,6.622961891432908
raw,point,-0.31227495058432764,6.699826344000934
raw,point,-0.3625382859555975,6.9733674662016085
raw,point,-0.3129862267843384,6.074875406395548
raw,point,-0.4133333606685641,5.942241794713856
raw,point,-0.5445709228916347,6.149438227536103
raw,point,-0.5666448047052745,5.058325908109516
raw,point,-0.23061451000291713,5.428030437841494
raw,point,-0.32475259261061323,6.019463799949336
raw,point,-0.5337109871400745,8.119118840626923
raw,point,-0.4048570889923288,7.304490540271201
raw,point,-0.2096645442726654,6.664279141839539
raw,point,-0.4702310091482845,6.975210828283074
raw,point,-0.5853166568434884,5.542019311616551
raw,point,-0.38549904570320714,4.553381953980484
raw,point,-0.47902633223448376,8.052350756659024
raw,point,-0.38569451311204433,7.319952710117121
raw,point,-0.5948968356299469,6.018552362288902
raw,point,-0.2261968920385186,6.991503235361506
raw,point,-0.4735156994105241,7.201172556426756
raw,point,-0.36634937117589816,4.6841735234568125
raw,point,-0.6006913778896386,5.367342329787956
raw,point,-0.25913728801896607,4.995192911570742
raw,point,-0.6293316079495395,7.4563804031476355
raw,point,-0.3766878692593953,6.82583514279568
raw,point,-0.2591836730731971,6.784298470766205
raw,point,-0.5543154933528186,4.824643672442037
raw,point,-0.4851839079613248,6.2299257445453575
raw,point,-0.6535544355405845,6.2687947314778345
raw,point,-0.42156792426155104,6.460827953016774
raw,point,-0.5727449191346968,6.138432783481288
raw,point,-0.3854130097085226,6.0172795635426555
raw,point,-0.24734076180462167,6.277412565075471
raw,point,-0.1774835592268055,5.349482705778551
raw,point,-0.5734413575324468,7.054922190411852
raw,point,-0.25190584688871537,6.897006027610823
raw,point,-0.3301802471852991,6.324222343071261
raw,point,-0.3523108244581272,6.270912453868239
raw,point,-0.2733482993972094,6.310344871625911
raw,point,-0.3585407590848314,8.26886594993307
raw,point,-0.4515247672229199,5.1986781899448316
raw,point,-0.3906541631201541,6.767508571793374
raw,point,-0.33782084603725127,7.41157387518162
raw,point,-0.12380174741823635,6.162783492046236
raw,point,-0.4087082278354064,7.050137082537089
raw,point,-0.6374064942704963,5.292007632945312
raw,point,-0.4188741650228023,7.106475328417096
raw,point,-0.43755051350427915,7.610907293180772
raw,point,-0.45080182052050194,7.557802958378916
raw,point,-0.6767398637487633,5.342578312379676
raw,point,-0.5743252112188528,6.037777827649849
raw,point,-0.4835736309256894,5.420752639917137
raw,point,-0.47115608998322783,7.551198477669853
raw,point,-0.5010463387718221,6.642300294036052
raw,point,-0.4342961082088969,4.589724927469371
raw,point,-0.5707184989360296,7.525017335167292
raw,point,-0.34614162840315477,6.042890369906665
raw,point,-0.5993333699913287,6.388155364303853
raw,point,-0.4272045506737501,8.108667775028875
raw,point,-0.5159894433136206,5.819434523549505
raw,point,-0.4196147438796087,5.202089529224054
raw,point,-0.5049763247883929,4.679889982370379
raw,point,-0.382847933768054,7.763863143573232
raw,point,-0.28863062246383564,6.419671484078698
raw,point,-0.3467534361858252,7.931907281084415
raw,point,-0.41977719958190746,6.125943684508229
raw,point,-0.3353251639992867,3.90617804303427
raw,point,-0.40964974759203276,6.552850010914544
raw,point,-0.3643387862398235,7.38225165993467
raw,point,-0.46153780244432563,5.908382709346893
raw,point,-0.26000226071070653,7.848625976222386
raw,point,-0.29262388947284634,7.176303115700286
raw,point,-0.4428097525735353,5.58093159985664
raw,point,-0.19724356268809057,6.2424742560678155
raw,point,-0.4696726149355805,4.899603126125216
raw,point,-0.27443112317755197,5.792253953705709
raw,point,-0.49226773689144465,6.639358339492849
raw,point,-0.4369668849363726,8.582643741178119
raw,point,-0.45553607230205234,7.366273640503696
raw,point,-0.6225990289288947,6.814292531673607
raw,point,-0.16789116710334578,5.741068194665431
raw,point,-0.5009815318139124,5.530726184892318
raw,point,-0.586123993397673,5.432039652277532
